CÓDIGO;COMPONENTE CURRICULAR;TURMA;HORARIO 1;HORARIO 2;HORARIO 3;PERÍODO;TIPO;DEPARTAMENTO;LOCAL;VAGAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2159;BOTÂNICA A;EA1;SEG - 07:00 as 10:00;TER - 09:00 as 10:00;;1;;DB;CEAGRI II -1º andar - Sala 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6422;CÁLCULO I;EA1;SEG - 10:00 as 12:00;SEX - 07:00 as 09:00;;1;;DM;CEAGRI II -1º andar - Sala 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6424;CÁLCULO III;EA1;SEG - 07:00 as 09:00;QUI - 10:00 as 12:00;;3;;DM;CEAGRI II -1º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1320;CONSERVACAO DO SOLO E DA AGUA;EA1;QUA - 07:00 as 10:00;QUI - 09:00 as 10:00;;7;;DEPA;CEAGRI II -1º andar - Sala 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11328;DRENAGEM DE SOLOS AGRICOLAS;EA1;TER - 09:00 as 12:00;;;7;;DTR;CEAGRI II -1º andar - Sala 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2213;ECOLOGIA GERAL;EA1;QUI - 07:00 as 08:00;SEX - 09:00 as 12:00;;1;;DB;CEAGRI II -1º andar - Sala 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376;ELEMENTOS DE PEDOLOGIA;EA1;TER - 09:00 as 12:00;QUI - 08:00 as 10:00;;3;;DEPA;CEAGRI II -1º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11248;ELETROTÉCNICA E ENERGIZAÇÃO RURAL;EA1;QUA - 07:00 as 09:00;SEX - 07:00 as 09:00;;9;;DTR;CEAGRI II - 2º andar - Sala 18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11261;ENERGIA NA AGRICULTURA;EA1;QUA - 07:00 as 09:00;QUI - 11:00 as 12:00;;OPT;OPTATIVA;DTR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11001;EST. SUPERV. OBRIGATÓRIO (Eng Agricola);EA1;;;;9;;DTR;CEAGRI II - 2º andar - Sala 18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11418;ESTÁTICA PLANA;EA1;QUA - 10:00 as 12:00;SEX - 10:00 as 12:00;;3;;DTR;CEAGRI II -1º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6257;ESTATISTICA B;EA1;SEG - 09:00 as 12:00;QUI - 07:00 as 08:00;;3;;DEINFO;CEAGRI II -1º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11233;ESTRADAS VICINAIS;EA1;QUI - 09:00 as 12:00;;;OPT;OPTATIVA;DTR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11323;FENOMENOS DOS TRANSPORTES;EA1;SEG - 10:00 as 12:00;QUA - 10:00 as 12:00;;5;;DTR;CEAGRI II -1º andar - Sala 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6377;FISICA GERAL II;EA1;QUA - 09:00 as 10:00;SEX - 07:00 as 10:00;;3;;DF;CEAGRI II -1º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10201;FUNDAMENTOS  DA QUÍMICA ANALÍTICA;EA1;QUA - 10:00 as 12:00;QUI - 10:00 as 12:00;;1;;DQ;CEAGRI II -1º andar - Sala 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11256;GEOPROCESSAMENTO;EA1;SEX - 07:00 as 10:00;;;7;;DTR;CEAGRI II -1º andar - Sala 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11337;GESTÃO AMBIENTAL;EA1;SEG - 09:00 as 12:00;;;9;;DTR;CEAGRI II - 2º andar - Sala 18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11223;HIGIENE E SEGURANÇA NO TRABALHO PARA ENGENHARIA AMBIENTAL;EA1;QUI - 08:00 as 12:00;;;OPT;OPTATIVA;DTR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11252;INTERPRETACAO DE IMAGENS;EA1;QUI - 07:00 as 10:00;;;5;;DTR;CEAGRI II -1º andar - Sala 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11340;INTRODUÇÃO À ENGENHARIA AGRÍCOLA;EA1;TER - 10:00 as 12:00;;;1;;DTR;CEAGRI II -1º andar - Sala 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6211;INTRODUCAO À MICROINFORMATICA;EA1;TER - 07:00 as 09:00;QUI - 08:00 as 10:00;;1;;DEINFO;CEAGRI II -1º andar - Sala 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4742;LEGISLACAO AMBIENTAL;EA1;SEX - 10:00 as 12:00;;;5;;DECISO;CEAGRI II -1º andar - Sala 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11319;MANEJO INTEGRADO DE BACIAS HIDROGRAFICAS;EA1;TER - 07:00 as 09:00;SEX - 10:00 as 12:00;;7;;DTR;CEAGRI II -1º andar - Sala 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11413;MAQUINAS AGRICOLAS;EA1;SEG - 10:00 as 12:00;QUI - 10:00 as 12:00;;7;;DTR;CEAGRI II -1º andar - Sala 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11208;MATERIAIS DE CONSTRUCAO;EA1;TER - 07:00 as 10:00;QUA - 09:00 as 10:00;;5;;DTR;CEAGRI II -1º andar - Sala 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11259;MECANICA DOS SOLOS;EA1;TER - 10:00 as 12:00;QUA - 07:00 as 09:00;;5;;DTR;CEAGRI II -1º andar - Sala 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2563;MICROBIOLOGIA GERAL A;EA1;QUA - 07:00 as 10:00;;;1;;DB;CEAGRI II -1º andar - Sala 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11111;PROP. FIS.E MEC. DE MAT. BIOLOG.;EA1;SEG - 09:00 as 10:00;SEX - 07:00 as 10:00;;5;;DTR;CEAGRI II -1º andar - Sala 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11327;SANEAMENTO AMBIENTAL;EA1;SEG - 07:00 as 10:00;;;7;;DTR;CEAGRI II -1º andar - Sala 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11329;TECNICAS DE IRRIGACAO;EA1;QUA - 10:00 as 12:00;QUI - 07:00 as 09:00;;7;;DTR;CEAGRI II -1º andar - Sala 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11411;TERMODINAM. E TRANSFER. DE CALOR;EA1;SEG - 07:00 as 09:00;QUI - 10:00 as 12:00;;5;;DTR;CEAGRI II -1º andar - Sala 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11331;TÓPICOS ESPECIAS DE PROBLEMAS AMBIENTAIS REGIONAIS;EA1;SEG - 09:00 as 12:00;;;OPT;OPTATIVA;DTR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11241;TOPOGRAFIA APLICADA A;EA1;TER- 07:00 às 09:00;QUA - 07:00 as 09:00;;3;;DTR;CEAGRI II -1º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11256;GEOPROCESSAMENTO;EA2;SEX - 07:00 as 10:00;;;7;;DTR;CEAGRI II -1º andar - Sala 16;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11252;INTERPRETACAO DE IMAGENS;EA2;QUI - 07:00 as 10:00;;;5;;DTR;CEAGRI II -1º andar - Sala 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11241;TOPOGRAFIA APLICADA A;EA2;TER- 07:00 às 09:00;QUA - 07:00 as 09:00;;3;;DTR;CEAGRI II -1º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11204;AMBIÊNCIA APLICADA À ANIMAIS E PLANTAS;EA3;SEG - 13:00 as 15:00;QUI - 16:00 as 18:00;;8;;DTR;CEAGRI II -1º andar - Sala 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11463;AUTOMAÇÃO TOPOGRÁFICA II;EA3;QUI - 13:00 as 17:00;;;OPT;OPTATIVA;DTR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11330;AVALIAÇÃO DE IMPACTOS AMBIENTAIS;EA3;SEG - 15:00 as 18:00;SEX - 17:00 as 18:00;;8;;DTR;CEAGRI II -1º andar - Sala 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11221;BARRAGENS E OBRAS DE TERRA;EA3;QUA - 13:00 as 15:00;SEX - 15:00 as 17:00;;8;;DTR;CEAGRI II -1º andar - Sala 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11110;BIODINÂMICA AGRÍCOLA E AMBIENTAL;EA3;QUA - 13:00 as 15:00;QUI - 13:00 as 15:00;;2;;DTR;CEAGRI II -1º andar - Sala 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10129;BIOQUÍMICA VEGETAL;EA3;QUA - 15:00 as 16:00;SEX - 15:00 as 18:00;;2;;DQ;CEAGRI II -1º andar - Sala 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6423;CÁLCULO II;EA3;TER - 16:00 as 18:00;SEX - 13:00 as 15:00;;2;;DM;CEAGRI II -1º andar - Sala 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5430;COMUNICAÇÃO E EXTENSÃO RURAL;EA3;SEX - 13:00 as 16:00;;;4;;DED;CEAGRI II -1º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11228;CULTIVO PROTEGIDO;EA3;SEG - 14:00 as 18:00;;;OPT;OPTATIVA;DTR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11420;DESENHO ASSIST. POR COMPUTADOR A;EA3;TER - 13:00 as 16:00;;;2;;DTR;CEAGRI II -1º andar - Sala 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4157;ECONOMIA RURAL E AGRONEGOCIO;EA3;QUI - 13:00 as 16:00;;;6;;DECON;CEAGRI II -1º andar - Sala 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11412;ELEMENTOS DE MAQUINA E TECNOLOGIA MECANICA;EA3;TER - 16:00 as 18:00;QUI - 16:00 as 18:00;;6;;DTR;CEAGRI II -1º andar - Sala 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11261;ENERGIA NA AGRICULTURA;EA3;TER - 16:00 as 18:00;QUA - 17:00 as 18:00;;OPT;OPTATIVA;DTR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11202;ESTATISTICA EXPERIMENTAL;EA3;QUA - 16:00 as 18:00;SEX - 16:00 as 18:00;;4;;DTR;CEAGRI II -1º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11255;ESTRUTURA DE CONCRETO ARMADO;EA3;SEG - 13:00 as 15:00;QUA - 13:00 as 15:00;;6;;DTR;CEAGRI II -1º andar - Sala 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6366;FISICA GERAL I;EA3;SEG - 13:00 as 16:00;QUA - 16:00 as 18:00;;2;;DF;CEAGRI II -1º andar - Sala 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6458;GEOMETRIA ANALITICA E ALGEBRA LINEAR S;EA3;SEG - 16:00 as 18:00;QUI - 15:00 as 18:00;;2;;DM;CEAGRI II -1º andar - Sala 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11326;HIDRAULICA APLICADA;EA3;SEG - 15:00 as 17:00;SEX - 13:00 as 15:00;;6;;DTR;CEAGRI II -1º andar - Sala 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11324;HIDROLOGIA AMBIENTAL;EA3;SEG - 15:00 as 18:00;;;4;;DTR;CEAGRI II -1º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11332;MANEJO E RECUPERAÇÃO DE ÁREAS DEGRADADAS POR IRRIGAÇÃO;EA3;QUA - 15:00 as 18:00;;;8;;DTR;CEAGRI II -1º andar - Sala 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11325;MATEMATICA COMPUTACIONAL;EA3;TER - 13:00 as 16:00;;;4;;DTR;CEAGRI II -1º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11414;MECANIZACAO AGRICOLA;EA3;TER - 13:00 as 15:00;SEX - 13:00 as 15:00;;8;;DTR;CEAGRI II -1º andar - Sala 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1402;METEOROLOGIA E CLIMATOLOGIA A;EA3;TER - 16:00 as 18:00;QUI - 16:00 as 18:00;;4;;DEPA;CEAGRI II -1º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2201;POLUICAO AMBIENTAL;EA3;QUA - 13:00 as 16:00;;;4;;DTR;CEAGRI II -1º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11113;PRE-PROCESS.DE PROD. AGRICOLAS;EA3;QUI - 13:00 as 16:00;;;8;;DTR;CEAGRI II -1º andar - Sala 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11419;RESISTENCIA DOS MATERIAIS;EA3;SEG - 13:00 as 15:00;QUI - 13:00 as 15:00;;4;;DTR;CEAGRI II -1º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1387;SISTEMA SOLO-AGUA-PLANTA;EA3;SEG - 17:00 as 18:00;TER - 13:00 as 16:00;;6;;DEPA;CEAGRI II -1º andar - Sala 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11466;SISTEMAS AGROFLORESTAIS;EA3;SEG - 14:00 as 18:00;;;OPT;OPTATIVA;DTR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11254;SISTEMATIZAÇÃO DE SOLOS;EA3;SEX - 15:00 as 18:00;;;6;;DTR;CEAGRI II -1º andar - Sala 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11140;TECNOLOGIA DE POS-COLHEITA A;EA3;QUA - 15:00 as 18:00;;;6;;DTR;CEAGRI II -1º andar - Sala 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11347;TRATAMENTO DE RESÍDUOS;EA3;TER - 07:00 as 10:00;QUA - 09:00 as 10:00;;OPT;OPTATIVA;DTR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;BIOTECNOLOGIA DE PRODUTOS AGRÍCOLAS;EA4;TER - 18:30 as 21:50;;;OPT;OPTATIVA;DEAGRI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11904;FERTIRRIGAÇÃO;EA4;QUA - 18:30 as 21:50;;;OPT;OPTATIVA;DTR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;FONTES ALTERNATIVAS DE ÁGUA PARA A PRODUÇÃO AGRÍCOLA;EA4;QUI - 18:30 as 21:50;;;OPT;OPTATIVA;DEAGRI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11226;GESTÃO DA QUALIDADE ;EA4;QUA- 18:30 as 21:50;;;OPT;OPTATIVA;DTR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11225;NORMALIZAÇÃO AUDITORIA E CERTIFICAÇÃO AMBIENTAL  ;EA4;QUA - 09:00 as 10:00;QUI - 10:00 as 13:00;;OPT;OPTATIVA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;PRÁTICAS ESPECIAIS EM ENGENHARIA AGRÍCOLA E AMBIENTAL;EA4;SEX - 18:30 as 20:10;;;OPT;OPTATIVA;DTR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11215;PROJETOS DE IRRIGAÇÃO;EA4;QUA - 18:30 as 21:50;;;OPT;OPTATIVA;DTR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4197;AGRONEGÓCIOS;ER1;SEG - 18:30 as 20:10;QUA - 20:10 as 21:50;;5;;DECON;CEGOE - SALA 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4118;CONTABILIDADE E ANÁLISE DE BALANÇO;ER1;SEG - 18:30 as 20:10;QUA - 20:10 as 21:50;;3;;DADM;CEGOE - SALA 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4171;CONTABILIDADE SOCIAL;ER1;SEG - 20:10 as 21:50;QUI - 18:30 as 20:10;;7;;DECON;CEGOE - SALA 19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4181;DESENVOLVIMENTO SOCIOECONÔMICO;ER1;SEG - 18:30 as 20:10;QUA - 20:10 as 21:50;;6;;DECON;CEGOE - SALA 18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4185;ECONOMETRIA I;ER1;QUA - 18:30 as 20:10;SEX - 20:10 as 21:50;;5;;DECON;CEGOE - SALA 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4191;ECONOMETRIA II;ER1;QUA - 18:30 as 20:10;SEX - 20:10 as 21:50;;6;;DECON;CEGOE - SALA 18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4184;ECONOMIA AGRÍCOLA;ER1;SEG - 18:30 as 20:10;QUA - 20:10 as 21:50;;4;;DECON;CEGOE - SALA 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4196;ECONOMIA AMBIENTAL E DOS RECURSOS NATURAIS;ER1;TER - 20:10 as 21:50;SEX - 18:30 as 20:10;;8;;DECON;CEGOE - SALA 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4123;ECONOMIA BRASILEIRA CONTEMPORÂNEA;ER1;TER - 18:30 as 20:10;QUI - 20:10 as 21:50;;5;;DECON;CEGOE - SALA 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4172;ECONOMIA DO SETOR PUBLICO;ER1;SEG - 20:10 as 21:50;QUI - 18:30 as 20:10;;8;;DECON;CEGOE - SALA 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4194;ECONOMIA DO TRABALHO;ER1;TER - 18:30 as 20:10;QUI - 20:10 as 21:50;;6;;DECON;CEGOE - SALA 18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4116;ECONOMIA I;ER1;SEG - 20:10 as 21:50;QUI - 18:30 as 20:10;;1;;DECON;CEGOE - SALA 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4187;ECONOMIA INTERNACIONAL;ER1;SEG - 18:30 as 20:10;QUA - 20:10 as 21:50;;7;;DECON;CEGOE - SALA 19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4112;ECONOMIA MONETÁRIA;ER1;SEG - 20:10 as 21:50;QUI - 18:30 as 20:10;;6;;DECON;CEGOE - SALA 18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4120;ECONOMIA POLÍTICA;ER1;TER - 18:30 as 20:10;QUI - 20:10 as 21:50;;7;;DECON;CEGOE - SALA 19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4135;ECONOMIA REGIONAL;ER1;TER - 20:10 as 21:50;SEX - 18:30 as 20:10;;5;OPTATIVA;DECON;CEGOE - SALA 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4198;ELABORAÇÃO E ANÁLISE DE PROJETOS ECONÔMICOS;ER1;QUA - 18:30 as 20:10;SEX - 20:10 as 21:50;;7;;DECON;CEGOE - SALA 19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4180;EMPREENDEDORISMO;ER1;TER - 20:10 as 21:50;SEX - 18:30 as 20:10;;3;OPTATIVA;DADM;CEGOE - SALA 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4176;ESTÁGIO SUPERVISIONADO - ECONOMIA;ER1;;;;8;;DECON;CEGOE - SALA 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6201;ESTATÍSTICA E;ER1;QUA - 18:30 as 20:10;SEX - 20:10 as 21:50;;4;;DEINFO;CEGOE - SALA 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4193;FORMAÇÃO ECONÔMICA DO BRASIL;ER1;TER - 18:30 as 20:10;QUI - 20:10 as 21:50;;4;;DEHIST;CEGOE - SALA 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4628;GEOGRAFIA AGRÁRIA;ER1;SEG - 18:30 as 20:10;QUA - 20:10 as 21:50;;8;OPTATIVA;DEHIST;CEGOE - SALA 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4133;HISTÓRIA DO PENSAMENTO ECONÔMICO;ER1;TER - 18:30 as 20:10;QUI - 20:10 as 21:50;;8;;DECON;CEGOE - SALA 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4509;HISTÓRIA ECONÔMICA GERAL;ER1;QUA - 18:30 as 20:10;SEX - 20:10 as 21:50;;3;;DEHIST;CEGOE - SALA 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4704;INSTITUIÇÕES DE DIREITO;ER1;TER - 18:30 as 20:10;QUI - 20:10 as 21:50;;2;;DECISO;CEGOE - SALA 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4109;INTRODUÇÃO À ADMINISTRAÇÃO;ER1;SEG - 18:30 as 20:10;QUA - 20:10 as 21:50;;2;;DADM;CEGOE - SALA 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4713;INTRODUCAO A CIENCIA POLITICA;ER1;TER - 18:30 as 20:10;QUI - 20:10 as 21:50;;1;;DECISO;CEGOE - SALA 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6211;INTRODUCAO À MICROINFORMATICA;ER1;SEG - 18:30 as 20:10;QUA - 20:10 as 21:50;;1;;DEINFO;CEGOE - SALA 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4450;INTRODUCAO A SOCIOLOGIA;ER1;TER - 20:10 as 21:50;SEX - 18:30 as 20:10;;1;;DECISO;CEGOE - SALA 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4111;MACROECONOMIA I;ER1;SEG - 20:10 as 21:50;QUI - 18:30 as 20:10;;4;;DECON;CEGOE - SALA 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4119;MACROECONOMICA II;ER1;SEG - 20:10 as 21:50;QUI - 18:30 as 20:10;;5;;DECON;CEGOE - SALA 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6483;MATEMATICA E I;ER1;QUA - 18:30 as 20:10;SEX - 20:10 as 21:50;;1;;DM;CEGOE - SALA 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6402;MATEMATICA E II;ER1;QUA - 18:30 as 20:10;SEX - 20:10 as 21:50;;2;;DM;CEGOE - SALA 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4122;MATEMATICA FINANCEIRA;ER1;TER - 18:30 as 20:10;QUI - 20:10 as 21:50;;3;;DECON;CEGOE - SALA 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4174;METODOLOGIA E TÉCNICA DE PESQUISA EM ECONOMIA;ER1;TER - 20:10 as 21:50;SEX - 18:30 as 20:10;;2;;DECON;CEGOE - SALA 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4121;MICROECONOMIA I;ER1;SEG - 20:10 as 21:50;QUI - 18:30 as 20:10;;2;;DECON;CEGOE - SALA 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4192;MICROECONOMIA II;ER1;SEG - 20:10 as 21:50;QUI - 18:30 as 20:10;;3;;DECON;CEGOE - SALA 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4130;MONOGRAFIA-ECONOMIA;ER1;;;;8;;DECON;CEGOE - SALA 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4146;RELATÓRIO DE ESTÁGIO SUPERVISIONADO - ECONOMIA;ER1;;;;8;;DECON;CEGOE - SALA 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
